zip,city,region,district
19085,viet tri,east,district #04
19086,uong bi,east,district #04
19087,thai nguyen,east,district #04
19088,nam dinh,east,district #04
19089,ninh binh,east,district #04
19090,thai nguyen,east,district #04
19091,cam pha,east,district #04
19094,ha long,east,district #04
19095,bac giang,east,district #04
19096,cam pha,east,district #04
19098,uong bi,east,district #04
19301,cam pha,east,district #04
19311,bac ninh,east,district #04
19312,son tay,east,district #04
19316,cam pha,east,district #04
19317,ninh binh,east,district #04
19318,phu ly,east,district #04
19319,cam pha,east,district #04
19320,lao cai,east,district #04
19331,hai phong,east,district #04
19333,lao cai,east,district #04
19335,ninh binh,east,district #04
19339,cam pha,east,district #04
19340,phu ly,east,district #04
19341,cam pha,east,district #04
19342,nam dinh,east,district #04
19343,ninh binh,east,district #04
19344,nam dinh,east,district #04
19345,thai nguyen,east,district #04
19346,cam pha,east,district #04
19347,ninh binh,east,district #04
19348,bac ninh,east,district #04
19350,bac giang,east,district #04
19351,hanoi,east,district #04
19352,hai phong,east,district #04
19353,hanoi,east,district #04
19354,hai phong,east,district #04
19355,lao cai,east,district #04
19357,ninh binh,east,district #04
19358,ninh binh,east,district #04
19360,hanoi,east,district #04
19366,hai phong,east,district #04
19371,nam dinh,east,district #04
19372,cam pha,east,district #04
19373,thai nguyen,east,district #04
19374,bac giang,east,district #04
19375,ha long,east,district #04
19376,phu ly,east,district #04
19380,thai nguyen,east,district #04
19381,hanoi,east,district #04
19382,phu ly,east,district #04
19383,lao cai,east,district #04
19388,hanoi,east,district #04
19390,bac giang,east,district #04
19395,ninh binh,east,district #04
19397,viet tri,east,district #04
19398,ninh binh,east,district #04
19399,bac ninh,east,district #04
19401,bac ninh,east,district #04
19403,viet tri,east,district #04
19404,ha long,east,district #04
19405,nam dinh,east,district #04
19406,uong bi,east,district #04
19407,viet tri,east,district #04
19408,hai phong,east,district #04
19409,cam pha,east,district #04
19415,bac ninh,east,district #04
19420,cam pha,east,district #04
19421,son tay,east,district #04
19422,hai phong,east,district #04
19423,son tay,east,district #04
19424,bac giang,east,district #04
19425,phu ly,east,district #04
19426,bac ninh,east,district #04
19428,thai nguyen,east,district #04
19429,phu ly,east,district #04
19430,viet tri,east,district #04
19432,ha long,east,district #04
19435,viet tri,east,district #04
19436,phu ly,east,district #04
19437,bac ninh,east,district #04
19438,lao cai,east,district #04
19440,uong bi,east,district #04
19441,thai nguyen,east,district #04
19442,hanoi,east,district #04
19443,viet tri,east,district #04
19444,ha long,east,district #04
19446,phu ly,east,district #04
19450,cam pha,east,district #04
19451,bac giang,east,district #04
19453,ha long,east,district #04
19454,viet tri,east,district #04
19455,ha long,east,district #04
19456,bac ninh,east,district #04
19457,ninh binh,east,district #04
19460,lao cai,east,district #04
19462,son tay,east,district #04
19464,son tay,east,district #04
19465,cam pha,east,district #04
19468,ha long,east,district #04
19470,ninh binh,east,district #04
19472,ninh binh,east,district #04
19473,son tay,east,district #04
19474,viet tri,east,district #04
19475,hai phong,east,district #04
19477,cam pha,east,district #04
19478,bac giang,east,district #04
19480,ninh binh,east,district #04
19481,bac ninh,east,district #04
19482,thai nguyen,east,district #04
19484,hai phong,east,district #04
19485,ninh binh,east,district #04
19486,phu ly,east,district #04
19490,hanoi,east,district #04
19492,bac giang,east,district #04
19493,bac giang,east,district #04
19494,bac giang,east,district #04
19495,lao cai,east,district #04
19496,ha long,east,district #04
19503,thai nguyen,east,district #04
19504,ha long,east,district #04
19505,nam dinh,east,district #04
19520,lao cai,east,district #04
19525,son tay,east,district #04
19543,hanoi,east,district #04
19019,uong bi,east,district #04
19092,nam dinh,east,district #04
19093,ha long,east,district #04
19099,thai nguyen,east,district #04
19101,ha long,east,district #04
19102,bac giang,east,district #04
19103,son tay,east,district #04
19104,uong bi,east,district #04
19105,phu ly,east,district #04
19106,bac giang,east,district #04
19107,hanoi,east,district #04
19108,hai phong,east,district #04
19109,nam dinh,east,district #04
19110,nam dinh,east,district #04
19111,ninh binh,east,district #04
19112,ninh binh,east,district #04
19113,ninh binh,east,district #04
19114,uong bi,east,district #04
19115,cam pha,east,district #04
19116,viet tri,east,district #04
19118,bac ninh,east,district #04
19119,viet tri,east,district #04
19120,ninh binh,east,district #04
19121,phu ly,east,district #04
19122,uong bi,east,district #04
19123,hanoi,east,district #04
19124,phu ly,east,district #04
19125,bac ninh,east,district #04
19126,phu ly,east,district #04
19127,cam pha,east,district #04
19128,lao cai,east,district #04
19129,thai nguyen,east,district #04
19130,son tay,east,district #04
19131,ninh binh,east,district #04
19132,thai nguyen,east,district #04
19133,bac giang,east,district #04
19134,cam pha,east,district #04
19135,phu ly,east,district #04
19136,viet tri,east,district #04
19137,ninh binh,east,district #04
19138,bac ninh,east,district #04
19139,cam pha,east,district #04
19140,bac giang,east,district #04
19141,lao cai,east,district #04
19142,thai nguyen,east,district #04
19143,uong bi,east,district #04
19144,hai phong,east,district #04
19145,ninh binh,east,district #04
19146,bac ninh,east,district #04
19147,thai nguyen,east,district #04
19148,uong bi,east,district #04
19149,bac giang,east,district #04
19150,ninh binh,east,district #04
19151,cam pha,east,district #04
19152,cam pha,east,district #04
19153,hai phong,east,district #04
19154,hanoi,east,district #04
19155,bac ninh,east,district #04
19160,son tay,east,district #04
19161,lao cai,east,district #04
19162,uong bi,east,district #04
19170,uong bi,east,district #04
19171,bac ninh,east,district #04
19172,ha long,east,district #04
19173,hanoi,east,district #04
19175,thai nguyen,east,district #04
19176,thai nguyen,east,district #04
19177,ha long,east,district #04
19178,nam dinh,east,district #04
19179,hanoi,east,district #04
19181,uong bi,east,district #04
19182,lao cai,east,district #04
19183,viet tri,east,district #04
19184,bac giang,east,district #04
19185,bac ninh,east,district #04
19187,thai nguyen,east,district #04
19188,hai phong,east,district #04
19190,uong bi,east,district #04
19191,cam pha,east,district #04
19192,hanoi,east,district #04
19193,bac ninh,east,district #04
19194,nam dinh,east,district #04
19195,ha long,east,district #04
19196,viet tri,east,district #04
19197,cam pha,east,district #04
19244,uong bi,east,district #04
19255,viet tri,east,district #04
16312,son tay,east,district #06
16313,ninh binh,east,district #06
16321,uong bi,east,district #06
16329,lao cai,east,district #06
16333,bac giang,east,district #06
16340,son tay,east,district #06
16345,phu ly,east,district #06
16347,viet tri,east,district #06
16350,lao cai,east,district #06
16351,cam pha,east,district #06
16352,phu ly,east,district #06
16365,nam dinh,east,district #06
16366,son tay,east,district #06
16367,uong bi,east,district #06
16368,phu ly,east,district #06
16369,bac giang,east,district #06
16371,lao cai,east,district #06
16401,hai phong,east,district #06
16402,hai phong,east,district #06
16405,cam pha,east,district #06
16407,phu ly,east,district #06
16410,ninh binh,east,district #06
16411,bac giang,east,district #06
16412,viet tri,east,district #06
16413,cam pha,east,district #06
16415,son tay,east,district #06
16416,viet tri,east,district #06
16417,bac ninh,east,district #06
16420,son tay,east,district #06
16421,hai phong,east,district #06
16423,son tay,east,district #06
16426,ha long,east,district #06
16427,thai nguyen,east,district #06
16428,ninh binh,east,district #06
16430,phu ly,east,district #06
16438,son tay,east,district #06
16441,phu ly,east,district #06
16442,uong bi,east,district #06
16443,thai nguyen,east,district #06
16444,hanoi,east,district #06
16475,hai phong,east,district #06
16501,thai nguyen,east,district #06
16502,hanoi,east,district #06
16503,cam pha,east,district #06
16504,phu ly,east,district #06
16505,son tay,east,district #06
16506,bac giang,east,district #06
16507,lao cai,east,district #06
16508,son tay,east,district #06
16509,lao cai,east,district #06
16510,bac giang,east,district #06
16511,thai nguyen,east,district #06
16512,son tay,east,district #06
16514,nam dinh,east,district #06
16515,bac ninh,east,district #06
16522,hai phong,east,district #06
16530,ninh binh,east,district #06
16531,viet tri,east,district #06
16534,hai phong,east,district #06
16538,nam dinh,east,district #06
16541,cam pha,east,district #06
16544,cam pha,east,district #06
16546,ninh binh,east,district #06
16550,nam dinh,east,district #06
16553,lao cai,east,district #06
16563,bac giang,east,district #06
16565,ninh binh,east,district #06
16677,nam dinh,east,district #06
16701,hanoi,east,district #06
16720,hanoi,east,district #06
16724,bac ninh,east,district #06
16725,son tay,east,district #06
16726,hanoi,east,district #06
16727,bac ninh,east,district #06
16729,hai phong,east,district #06
16730,son tay,east,district #06
16731,viet tri,east,district #06
16732,phu ly,east,district #06
16733,viet tri,east,district #06
16738,viet tri,east,district #06
16740,phu ly,east,district #06
16743,hanoi,east,district #06
16744,lao cai,east,district #06
16745,phu ly,east,district #06
16746,phu ly,east,district #06
16748,bac ninh,east,district #06
16749,ninh binh,east,district #06
16750,bac ninh,east,district #06
16801,hanoi,east,district #06
16802,lao cai,east,district #06
16803,nam dinh,east,district #06
16804,hai phong,east,district #06
16805,uong bi,east,district #06
16820,nam dinh,east,district #06
16822,lao cai,east,district #06
16823,bac giang,east,district #06
16826,hanoi,east,district #06
16827,son tay,east,district #06
16828,cam pha,east,district #06
16829,nam dinh,east,district #06
16832,viet tri,east,district #06
16835,cam pha,east,district #06
16841,hanoi,east,district #06
16844,phu ly,east,district #06
16848,bac ninh,east,district #06
16851,viet tri,east,district #06
16852,lao cai,east,district #06
16853,uong bi,east,district #06
16854,viet tri,east,district #06
16856,nam dinh,east,district #06
16859,nam dinh,east,district #06
16864,bac ninh,east,district #06
16865,ninh binh,east,district #06
16866,cam pha,east,district #06
16868,thai nguyen,east,district #06
16870,phu ly,east,district #06
16872,ninh binh,east,district #06
16874,lao cai,east,district #06
16875,thai nguyen,east,district #06
16882,viet tri,east,district #06
16901,uong bi,east,district #06
16910,bac giang,east,district #06
16911,bac ninh,east,district #06
16912,hai phong,east,district #06
16914,nam dinh,east,district #06
16915,cam pha,east,district #06
16917,lao cai,east,district #06
16920,lao cai,east,district #06
16921,ha long,east,district #06
16922,viet tri,east,district #06
16923,hai phong,east,district #06
16925,viet tri,east,district #06
16926,thai nguyen,east,district #06
16927,bac giang,east,district #06
16928,phu ly,east,district #06
16929,bac ninh,east,district #06
16930,ninh binh,east,district #06
16932,cam pha,east,district #06
16933,son tay,east,district #06
16935,uong bi,east,district #06
16936,thai nguyen,east,district #06
16937,phu ly,east,district #06
16938,bac ninh,east,district #06
16939,cam pha,east,district #06
16940,hai phong,east,district #06
16941,hai phong,east,district #06
16942,uong bi,east,district #06
16943,ha long,east,district #06
16945,son tay,east,district #06
16946,ninh binh,east,district #06
16947,viet tri,east,district #06
16948,phu ly,east,district #06
16950,uong bi,east,district #06
17002,hanoi,east,district #06
17004,bac ninh,east,district #06
17009,bac giang,east,district #06
17017,lao cai,east,district #06
17029,nam dinh,east,district #06
17044,bac giang,east,district #06
17049,thai nguyen,east,district #06
17051,hai phong,east,district #06
17054,hai phong,east,district #06
17056,bac ninh,east,district #06
17058,hai phong,east,district #06
17059,hanoi,east,district #06
17063,thai nguyen,east,district #06
17076,ha long,east,district #06
17084,cam pha,east,district #06
17086,hanoi,east,district #06
17099,thai nguyen,east,district #06
17701,bac giang,east,district #06
17702,son tay,east,district #06
17703,uong bi,east,district #06
17705,lao cai,east,district #06
17720,thai nguyen,east,district #06
17721,bac giang,east,district #06
17723,bac ninh,east,district #06
